id,meetings,crosslists,max_capacity,longname,identifier,instructor,weight,external_url,slug,assigned_students,waitlisted_students,is_locked,is_required,target_capacity,description,allow_pass_fail,allow_student_add_drop
30911,"[{'id': 37814, 'location': 'Kravis 870', 'day': 3, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Security Analysis,FINCB8368-001-20221-EMBA,Michael Mauboussin,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8368-001,FINCB8368-001-20221-EMBA,2,0,True,False,2,In-person,False,True
30912,"[{'id': 37815, 'location': 'Kravis 870', 'day': 3, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Security Analysis,FINCB8368-001-20221-MSPHD,Michael Mauboussin,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8368-001,FINCB8368-001-20221-MSPHD,2,0,True,False,2,In-person,False,True
30913,"[{'id': 37816, 'location': 'Geffen 520', 'day': 4, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Applied Security Analysis I,FINCB8369-001-20221-EMBA,"Michael Herman,Brian Waterhouse",3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8369-001,FINCB8369-001-20221-EMBA,1,0,True,False,2,In-person,False,True
30914,"[{'id': 37817, 'location': 'Geffen 520', 'day': 4, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Applied Security Analysis I,FINCB8369-001-20221-MSPHD,"Michael Herman,Brian Waterhouse",3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8369-001,FINCB8369-001-20221-MSPHD,2,0,True,False,2,In-person,False,True
30915,"[{'id': 37818, 'location': 'Geffen 570', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],14.0,(MBA - Full Term) Investment Banking Tax Factors,FINCB8318-001-20221-MSBA,Robert Willens,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8318-001,FINCB8318-001-20221-MSBA,6,0,True,False,14,In-person,False,True
30916,"[{'id': 37819, 'location': 'Geffen 570', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],6.0,(MBA - Full Term) Investment Banking Tax Factors,FINCB8318-001-20221-MSNE,Robert Willens,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8318-001,FINCB8318-001-20221-MSNE,2,0,True,False,6,In-person,False,True
30917,"[{'id': 37820, 'location': 'Kravis 890', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Mergers & Acquisitions,FINCB8325-001-20221-EMBA,Donna Hitscherich,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8325-001,FINCB8325-001-20221-EMBA,1,0,True,False,2,In-person,False,True
30918,"[{'id': 37821, 'location': 'Kravis 890', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Mergers & Acquisitions,FINCB8325-001-20221-MSPHD,Donna Hitscherich,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8325-001,FINCB8325-001-20221-MSPHD,3,0,True,False,3,In-person,False,True
30919,"[{'id': 37822, 'location': 'Kravis 890', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],0.0,(MBA - Full Term) Mergers & Acquisitions,FINCB8325-001-20221-MSBA,Donna Hitscherich,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8325-001,FINCB8325-001-20221-MSBA,0,0,True,False,0,In-person,False,True
30920,"[{'id': 37823, 'location': 'Kravis 890', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],0.0,(MBA - Full Term) Mergers & Acquisitions,FINCB8325-001-20221-MSNE,Donna Hitscherich,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8325-001,FINCB8325-001-20221-MSNE,0,0,True,False,0,In-person,False,True
30921,"[{'id': 37824, 'location': 'Kravis 890', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Mergers & Acquisitions,FINCB8325-002-20221-EMBA,Donna Hitscherich,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8325-002,FINCB8325-002-20221-EMBA,1,0,True,False,1,In-person,False,True
30922,"[{'id': 37825, 'location': 'Kravis 890', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Mergers & Acquisitions,FINCB8325-002-20221-MSPHD,Donna Hitscherich,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8325-002,FINCB8325-002-20221-MSPHD,3,0,True,False,3,In-person,False,True
30923,"[{'id': 38555, 'location': '', 'day': 7, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-27', 'enddate': '2022-02-27'}, {'id': 38556, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-28', 'enddate': '2022-02-28'}, {'id': 38557, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-01', 'enddate': '2022-03-01'}, {'id': 38558, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-02', 'enddate': '2022-03-02'}, {'id': 38559, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-03', 'enddate': '2022-03-03'}]",[],5.0,(EMBA - Global Block Week) Asset Management,FINCB7323-100-20221-MSPHD,Geert Bekaert,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7323-100,FINCB7323-100-20221-MSPHD,0,0,True,False,5,In-person,False,True
30924,"[{'id': 37826, 'location': 'Kravis 870', 'day': 1, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Personal Leadership & Success,MGMTB8513-003-20221-EMBA,Hitendra Wadhwa,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8513-003,MGMTB8513-003-20221-EMBA,1,0,True,False,1,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30925,"[{'id': 37827, 'location': 'Geffen 420', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],4.0,(MBA - B Term) Applying Healthcare IT and Digital Health,DROMB8145-001-20221-EMBA,Ray Falci,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8145-001,DROMB8145-001-20221-EMBA,3,0,True,False,4,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30926,"[{'id': 37828, 'location': 'Geffen 420', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],10.0,(MBA - B Term) Applying Healthcare IT and Digital Health,DROMB8145-001-20221-MSBA,Ray Falci,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8145-001,DROMB8145-001-20221-MSBA,10,0,True,False,10,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30927,"[{'id': 37829, 'location': 'Geffen 420', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],6.0,(MBA - B Term) Applying Healthcare IT and Digital Health,DROMB8145-001-20221-MSNE,Ray Falci,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8145-001,DROMB8145-001-20221-MSNE,6,0,True,False,6,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30928,"[{'id': 38487, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 38488, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-21', 'enddate': '2022-01-21'}, {'id': 38489, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38490, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38491, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-18', 'enddate': '2022-02-18'}, {'id': 38492, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-04', 'enddate': '2022-03-04'}, {'id': 38493, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-03-11', 'enddate': '2022-03-11'}, {'id': 38494, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38495, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38496, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-08', 'enddate': '2022-04-08'}, {'id': 38497, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39259, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-07', 'enddate': '2022-01-07'}]",[],10.0,"(EMBA-NY Friday/Saturday Electives) Corporate Finance, Restructurings & LBOs",FINCB7327-001-20221-MBA,Michael Grad,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7327-001,FINCB7327-001-20221-MBA,8,0,False,False,10,In-person,False,True
30929,"[{'id': 37830, 'location': 'Geffen 520', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],4.0,(MBA - B Term) The Analytics Advantage,DROMB8148-002-20221-EMBA,"Carri Chan,Paul Glasserman,Daniel Guetta,Ciamac Moallemi,Assaf Zeevi",1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8148-002,DROMB8148-002-20221-EMBA,2,0,True,False,4,In-person,False,True
30930,"[{'id': 38515, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 38516, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-21', 'enddate': '2022-01-21'}, {'id': 38517, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-04', 'enddate': '2022-02-04'}, {'id': 38518, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38519, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-18', 'enddate': '2022-02-18'}, {'id': 38520, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38521, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38522, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-11', 'enddate': '2022-03-11'}, {'id': 38523, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}, {'id': 38524, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38525, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-04-08', 'enddate': '2022-04-08'}, {'id': 39261, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-07', 'enddate': '2022-01-07'}]",[],5.0,(EMBA-NY Friday/Saturday Electives) Accounting for Value,ACCTB7022-001-20221-MBA,Stephen Penman,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7022-001,ACCTB7022-001-20221-MBA,3,0,False,False,5,In-person,False,True
30931,"[{'id': 38539, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 38540, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-21', 'enddate': '2022-01-21'}, {'id': 38541, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-04', 'enddate': '2022-02-04'}, {'id': 38542, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38543, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-18', 'enddate': '2022-02-18'}, {'id': 38544, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38545, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38546, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-11', 'enddate': '2022-03-11'}, {'id': 38547, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}, {'id': 38548, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38549, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-04-08', 'enddate': '2022-04-08'}, {'id': 39263, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-07', 'enddate': '2022-01-07'}]",[],5.0,(EMBA-NY Friday/Saturday Electives) Accounting for Value,ACCTB7022-001-20221-MSPHD,Stephen Penman,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7022-001,ACCTB7022-001-20221-MSPHD,5,0,True,False,5,In-person,False,True
30932,"[{'id': 37831, 'location': 'Geffen 620', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37832, 'location': 'Geffen 620', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37834, 'location': 'Geffen 620', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37835, 'location': 'Geffen 620', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37836, 'location': 'Geffen 620', 'day': 6, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}]",[],2.0,(MBA - Block Week - TWRFS) The Psychology and Economics of Consumer Finance,ECMRB8744-001-20221-EMBA,"Eric Johnson,Stephen Zeldes",3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8744-001,ECMRB8744-001-20221-EMBA,2,0,True,False,2,In-person,False,True
30935,"[{'id': 37838, 'location': 'Kravis 640', 'day': 1, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37839, 'location': 'Kravis 640', 'day': 3, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Supply Chain Management,DROMB8108-001-20221-MSPHD,Will Ma,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8108-001,DROMB8108-001-20221-MSPHD,1,0,True,False,3,In-person,False,True
30936,"[{'id': 37840, 'location': 'Kravis 640', 'day': 1, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37841, 'location': 'Kravis 640', 'day': 3, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],12.0,(MBA - Full Term) Supply Chain Management,DROMB8108-001-20221-MSBA,Will Ma,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8108-001,DROMB8108-001-20221-MSBA,12,0,True,False,12,In-person,False,True
30937,"[{'id': 37842, 'location': 'Kravis 640', 'day': 1, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37843, 'location': 'Kravis 640', 'day': 3, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],8.0,(MBA - Full Term) Supply Chain Management,DROMB8108-001-20221-MSNE,Will Ma,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8108-001,DROMB8108-001-20221-MSNE,13,0,True,False,13,In-person,False,True
30938,"[{'id': 37844, 'location': 'Geffen 590', 'day': 3, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],3.0,(MBA - B Term) The Analytics Advantage,DROMB8148-001-20221-EMBA,"Carri Chan,Paul Glasserman,Daniel Guetta,Ciamac Moallemi,Assaf Zeevi",1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8148-001,DROMB8148-001-20221-EMBA,1,0,True,False,3,In-person,False,True
30939,"[{'id': 38591, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38592, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}, {'id': 38593, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38594, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-12', 'enddate': '2022-02-12'}, {'id': 38595, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38596, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 38597, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38598, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38599, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38600, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-04-02', 'enddate': '2022-04-02'}, {'id': 38601, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39264, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-23', 'enddate': '2022-04-23'}]",[],5.0,(EMBA-NY Saturday Electives) Operations Strategy,DROMB7106-002-20221-MBA,Medini Singh,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7106-002,DROMB7106-002-20221-MBA,0,0,False,False,5,In-person,False,True
30940,"[{'id': 37845, 'location': 'Geffen 520', 'day': 2, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37846, 'location': 'Geffen 520', 'day': 4, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],1.0,(MBA - A Term) Operations Strategy (Half Term),DROMB8106-004-20221-EMBA,Medini Singh,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8106-004,DROMB8106-004-20221-EMBA,0,0,True,False,1,In-person,False,True
30941,"[{'id': 37847, 'location': 'Geffen 520', 'day': 2, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37848, 'location': 'Geffen 520', 'day': 4, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],3.0,(MBA - B Term) Operations Strategy (Half Term),DROMB8106-005-20221-EMBA,Medini Singh,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8106-005,DROMB8106-005-20221-EMBA,3,0,True,False,3,In-person,False,True
30942,"[{'id': 37849, 'location': 'Kravis 690', 'day': 1, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37850, 'location': 'Kravis 690', 'day': 3, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],3.0,(MBA - Full Term) Supply Chain Management,DROMB8108-002-20221-MSPHD,Will Ma,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8108-002,DROMB8108-002-20221-MSPHD,2,0,True,False,3,In-person,False,True
30943,"[{'id': 37851, 'location': 'Kravis 690', 'day': 1, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37852, 'location': 'Kravis 690', 'day': 3, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],28.0,(MBA - Full Term) Supply Chain Management,DROMB8108-002-20221-MSBA,Will Ma,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8108-002,DROMB8108-002-20221-MSBA,30,0,True,False,28,In-person,False,True
30944,"[{'id': 37853, 'location': 'Kravis 690', 'day': 1, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37854, 'location': 'Kravis 690', 'day': 3, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],14.0,(MBA - Full Term) Supply Chain Management,DROMB8108-002-20221-MSNE,Will Ma,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8108-002,DROMB8108-002-20221-MSNE,17,0,True,False,14,In-person,False,True
30945,"[{'id': 38567, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-21', 'enddate': '2022-01-21'}, {'id': 38568, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38569, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-04', 'enddate': '2022-02-04'}, {'id': 38570, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38571, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-04', 'enddate': '2022-03-04'}, {'id': 38572, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38573, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}, {'id': 38574, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38575, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-08', 'enddate': '2022-04-08'}, {'id': 38576, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 38577, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-22', 'enddate': '2022-04-22'}, {'id': 38578, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-23', 'enddate': '2022-04-23'}]",[],5.0,(EMBA-NY Friday/Saturday Electives) Operations Strategy,DROMB7106-001-20221-MBA,Medini Singh,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7106-001,DROMB7106-001-20221-MBA,0,0,False,False,5,In-person,False,True
30946,"[{'id': 37855, 'location': 'Kravis 880', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Modern Econometrics For Business,BUECB8257-001-20221-EMBA,Laura Boudreau,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8257-001,BUECB8257-001-20221-EMBA,0,0,True,False,1,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30947,"[{'id': 37856, 'location': 'Kravis 880', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],17.0,(MBA - Full Term) Modern Econometrics For Business,BUECB8257-001-20221-MSBA,Laura Boudreau,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8257-001,BUECB8257-001-20221-MSBA,17,0,True,False,17,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30948,"[{'id': 37857, 'location': 'Kravis 880', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],9.0,(MBA - Full Term) Modern Econometrics For Business,BUECB8257-001-20221-MSNE,Laura Boudreau,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8257-001,BUECB8257-001-20221-MSNE,10,0,True,False,10,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
